term,phrase,meaninglanguage1,meaning1,meaninglanguage2,meaning2
gleichmäßige,"Das gleichmäßige Brummen des Motors, das…",en,"adj. equable, uniform, even, steady, consistent, same, even",,
abscheulichen,"nicht im Haus dieser abscheulichen Frau bleiben, die ihr",en,abominable; horrible,,
ausladenden,...Eisenstäbe konnte Meggie außer ausladenden Rhododendronbüschen und einem breiten...,en,protruding,,
verbarg,"nicht erkennen, denn Mo verbarg das Buch hastig hinter",en,"v. hide, conceal, veil",,
zweigen,"...ihnen lag, mit dornigen Zweigen verwehrten.",en,Branches,,
räuberbande,...hat mal eine berüchtigte Räuberbande gehaust.,en,band of robbers,,
verabscheut,"Elinor verabscheut Hunde«, sagte er, während...",uk,"(er/sie/es) v. präs. ненавидить, відчуває відразу",,
flügel,...wuchs und spreizte schwarze Flügel.,en,(der) wing; grand piano (fortepian),,
nachgehen,...Sache auf eigene Faust nachgehen.,en,"go after, track down, investigate",,
vergnügen,...findet an nichts mehr Vergnügen.,en,"(das) pleasure, fun, good time",,
unwillkürlich,Sie machte unwillkürlich einen Schritt zurück.,en,involuntarily,,
kiesweg,"...Rhododendronbüschen und einem breiten Kiesweg, der bald zwischen ihnen...",en,(der) gravel path,,
kälbergroßen,...sieht nach mindestens drei kälbergroßen bissigen Hunden aus.«,uk,розміром з теля,,
räubergeschichten,…Du magst doch Räubergeschichten.,en,Robber stories,,
grenzten,An das Tor grenzten zu beiden Seiten hohe...,uk,"облямовували, межували, прилягали, примикали",,
voller,Voller Angst nimmt Nina Jonas...,en,"full, holding its complete capacity; satiated; complete; full of, filled with, having a great deal or number of; packed, crowded, whole",,
unbefugte,ZUTRITT FÜR UNBEFUGTE VERBOTEN.,uk,несанкціонований,,
verbergen,...ihn vor Meggie zu verbergen.,uk,"приховати, сховати",,
glich,...Grundstück von Meggies Tante glich eher einem Wald als...,uk,нагадував,,
verkniff,"...nun?«, fragte sie und verkniff sich ein Gähnen.",en,"[sich etw. ~] v. stopped oneself from saying or doing sth., held back",,
grenzte,Die Straße grenzte zur Rechten an einen…,en,"bordered, limited, adjoined",,
lesezeichen,sich aus Amselfedern ein Lesezeichen basteln konnte,en,(das) n. bookmark,,
schweigen,...bringt sie ihn zum Schweigen.,en,"v.  silence, keep mum, keep quiet, remain silent, keep silent, remain quiet",,
redner,"...hört nicht, was die Redner sagen.",en,"der, speaker, talker, lecturer, orator",,
verwehrten,"...lag, mit dornigen Zweigen verwehrten.",en,"refused, denied, forbidden",,
mittelpunkt,Im Mittelpunkt von Alberts Welt steht...,en,"center-point, mid point, midpoint; hub; center of attraction",,
schnurrbart,Er trägt jetzt einen Schnurrbart.,uk,(der) вуса,,
beschrieb,"...Arbeit nicht sonderlich gut beschrieb, deshalb hatte sie ihm...",en,"delineate, describe, draw, sketch, portray, depict; word, phrase,",,
schnitt,"...Blick zu, aber der schnitt ihr nur aufmunternd eine...",en,cut,,
blickte,...das regennasse Fenster und blickte hinaus.,ru,"посмотрел, взглянул, выглянул",,
einzige,... Haus hat nur eine einzige Tür und nur ei...,en,"sole, only, single; absolute, complete; unique",,
ärger,AKT 6: Der Ärger hat ein Ende,en,"annoyance, anger",,
staub,Überall sind Staub und Spinnennetze.,en,(der) dust,,
merken,Merken Sie sich die Wörter...,en,"notice, remember, realise, feel",,
anhänger,...Kette und sieht den Anhänger an.,en,"(der) pendant, supporter, follower, devotee, pingente",,
mut,"...nein, jaaa .. Er fasst Mut: Er geht zu Eva.",en,"(der) n. courage, spunkiness, fearlessness, braveness; determination, spirits, boldness, daring, nerve",,
steigen,Eva und Michael steigen vom Baum hinunter.,en,"v. to ascend, climb, rise up, escalate",,
ausgerechnet,"Abscheu gefragt, warum Mo ausgerechnet die Worte eines Bücherschänders",ru,"как назло, как нарочно, как раз, именно",,
anfangs,Anfangs habe ich mich nicht...,en,"initially, at first, in the first place, at the beginning",,
aussieht,…dass der Tisch schön aussieht.,en,(er/sie/es) looks like,,
möglichkeit,"...die Isar ist eine Möglichkeit, aber nicht die beste.",en,(die) possibility; opportunity; way,,
typ,Wenn der Typ wirklich seine Frau umgebracht...,en,"(der) type, guy",,
strafe,...sie werden wahrscheinlich eine Strafe bekommen!,en,"(die) punishment, penalty, fine, sentence, forfeit",,
einjagen,"...dem Jungen keine Angst einjagen, Andrew‘, oder: ,Ich bin...",en,"to frighten, scare",,
schatzinsel,"...Mann am Anfang der Schatzinsel, und er versteckt sich...",ru,Остров сокровищ,,
vorbeigegangen,"...Zimmer an der Treppe vorbeigegangen, die zu seinem Arbeitszimmer...",en,"passed, walked by",,
gräßliche,Dabei hat er so gräßliche Augen!“,uk,жахливий,,
eingesperrt,...übergeschnappte Frau dort oben eingesperrt?“,en,"confined, caged, imprisoned",,
übergeschnappte,Vielleicht hat er seine übergeschnappte Frau dort oben eingesperrt?“,en,"crazy, mental, delirious",,
was hältst du davon,Was hältst du davon: Du liegst wach im...,uk,що думаєш про це,,
falschmünzer,...vielleicht ist er ein Falschmünzer?“,ru,фальшивомонетчик,,
geschlichen,...gestern Nacht ins Haus geschlichen war?,en,"sneaked, slunk, crawled",,
spannend,Wie spannend!“ rief Polly.,uk,захоплююче,,
zustande,"...kam vor allem deshalb zustande, weil der Sommer so...",en,"[~ kommen] to come about, take place, be achieved, materialise, come into existence",,
auskundschaften,"...in der Hand, alles auskundschaften kann.",en,"explore, find out, scout",,
kerzenstummel,"...alten Haus, mit einem Kerzenstummel in der Hand, alles...",en,candle stump,,
beschäftigen,"...sich also im Haus beschäftigen, und so kam es...",en,"employ, hire as a worker, occupy; engage, keep busy",,
erforschen,"...entschlossen, das Haus zu erforschen.",en,"explore, travel to unknown regions, investigate, examine, research, ascertain",,
rumpelkammer,Wenn man in der Rumpelkammer unterm Dach eine kleine...,en,"nf. storage room, junk room",,
überhören,Stimme war nicht zu überhören,uk,"недочути, прослухати, не почути, пропустити повз вуха, ігнорувати",,
kehrte,missbilligenden Blick zu und kehrte zu Mo zurück,en,"turn, change direction",,
anlass,"dass er ihr keinen Anlass bot, und so warf",en,"reason, motive",,
missbilligenden,ihm nur einen letzten missbilligenden Blick zu und kehrte,en,"disapproving, frowning, deprecating",,
miene,"stand mit so ehrfürchtiger Miene vor den Regalen, die",en,die: facial expression,,
dem,"Regalen, die Hände auf dem Rücken verschränkt, dass er",en,to the,,
ehrfürchtiger,Staubfinger stand mit so ehrfürchtiger Miene vor den Regalen,en,"adj. reverent, deeply respectful, deferential, awestruck, struck with reverential fear",,
bot,"er ihr keinen Anlass bot, und so warf sie",en,"offeredbid, propose; offer a price, present, put forward, submit; present or sacrifice as an act of worship",,
gestreifte,…ein Hemd und eine gestreifte Krawatte.,en,striped,,
ausgerissen,…Herr Schneider. Er ist ausgerissen.,en,to run away; torn from,,
ungewöhnliche,"…geheimen Projekt... eine ganz ungewöhnliche Maschine, ja revolutionär.",en,"unusual(ly), uncommon(ly), irregular(ly)",,
eintreten,…ist da. Kann sie eintreten?,en,"enter, go into, step inside;",,
erfahrung,Aus meiner Erfahrung rate ich Ihnen: Rufen...,en,"experience, knowledge obtained by doing",,
zumindest,Zumindest keinen wirklichen Grund,en,at least,,
abschaffen,"...Staaten sollen ihr Militär abschaffen, dann gibt es keinen...",en,"abolish, cancel, revoke; disestablish, get rid of, dispense with, eliminate",,
pfefferminzstäbchen,"...Zucker, Süßigkeiten, Schokolade und Pfefferminzstäbchen gebaut.",uk,м'ятні палички,,
weich,...ist gelb und sehr weich.,uk,м'який,,
märchenhaft,"Märchenhaft!“, sagt Clara.",uk,казка,,
aufmachen,"...jetzt die Augen wieder aufmachen“, denkt sie.",uk,відкривати,,
zauberei,...bin ich? Das ist Zauberei!“,uk,чаклунство,,
sanft,"Ein Prinz?“, fragt Clara sanft.",uk,ніжно обережно,,
bach,Sie spazieren einen Bach entlang.,uk,"струмок, річка, потік",,
affen,Sechs Affen stehen am Tor.,uk,мавпи,,
süßkirschen,...sind aus Schokolade und Süßkirschen.,uk,черешні,,
aufführung,"Wir haben eine Aufführung für dich vorbereitet“, sagt...",uk,вистава,,
fließt,...Prinz. „In diesem Bach fließt Orangensaft.“,uk,"тече, ллється",,
schrägen,...der einen und dem schrägen Dach auf der anderen...,en,"slantwise, sloping, slanted, oblique;",,
darunterliegende,...den man sofort ins darunterliegende Zimmer gebrochen wäre.,en,underlying,,
rohe,"...dazwischen lag nur der rohe Verputz, durch den man...",en,raw,,
verputz,"...lag nur der rohe Verputz, durch den man sofort...",en,"(der) n. plaster, mortar;",,
ziegelmauer,"...dieser Gang, mit einer Ziegelmauer auf der einen und...",en,Brick wall,,
fußboden,Fußboden gab es allerdings keinen...,en,(der) floor,,
achtgab,"...hineinklettern, wenn man gut achtgab.",en,"be careful, take care, watch out, to pay attention",,
sozusagen,"...über die Balken gelegt, sozusagen als Fußboden.",en,so to speak,,
schmugglerhöhle,...hatte sich Polly eine Schmugglerhöhle eingerichtet.,uk,печера контрабандистів,,
kistenbretter,"Sie hatte ein paar Kistenbretter heraufgeschafft, die Sitze von...",en,"box panels, crate boards",,
geldkassette,Hier bewahrte sie eine Geldkassette auf mit allem möglichen...,en,(die) cash box,,
krimskrams,...auf mit allem möglichen Krimskrams.,en,"Odds and ends, bits and pieces, rubbish",,
lieblingstänzerin,…Zuckerpflaumen-Fee ist die Lieblingstänzerin vom Prinzen.,en,favorite dancer,,
magisch,…und seine Uhren sind magisch.,en,magical,,
bezaubernd,…und die Musik ist bezaubernd schön.,en,"pretty, charming , fetching",,
freudig,"…Oh, ja!“, antwortet Clara freudig.",en,"adv.  gleefully, joyously, gaily, happily, joyfully, with great gladness",,
echter,"…Clara, ich bin ein echter Prinz“, sagt er, und…",en,"real, genuine, sincere, unposed, natural; typical, characteristic",,
mittelgebirge,Das Erzgebirge ist ein Mittelgebirge und liegt an der…,en,"(das) low mountain, low mountain range",,
grenze,…und liegt an der Grenze zwischen Deutschland und Tschechien…,en,"(die) border, boundary, frontier, edge, fringe, bound, limit, verge",,
weihnachten,"...hat sie ihm zu Weihnachten einen Krimi geschenkt, den...",en,(das) Christmas,,
keins,"Als es keins mehr gab, haben sie…",en,"none, not at all",,
heulen,"…Du würdest auch heulen“, fuhr er fort,„ wenn…",en,"howl, yowl, wail, scream, yelp, emit a long distressful cry",,
übergeschnappt,"…Also entweder ist er übergeschnappt, oder es ist irgendwas…",en,crazy,,
loch,…in so ein gräßliches Loch.“,en,"(das) hole, opening, gap, cavity, hollow",,
erfreulicheres,"…sie Digory auf ein erfreulicheres Thema bringen wollte, fragte…",en,more enjoyable,,
verbracht,"…Leben auf dem Land verbracht hättest, mit deinem eigenen…",en,spent,,
gräßliches,…hierherziehen in so ein gräßliches Loch.“,en,"horrible, ghastly, hideous",,
aufgebracht,"…der Junge war so aufgebracht, daß er sie gar…",en,"angry, furious",,
pflegen,…weil sie deine Mutter pflegen müssen- und wenn deine…,en,"take care, nurture, maintain",,
verzog,Und dann verzog er ganz komisch das…,en,"pulled, stretched; spoiled, pampered; passed; moved",,
sterben,"So jung schon sterben, ach, die Arme!“ Georg...",en,"v. die, cease living, cross the bar, meet one's death, pass away, slip one's breath, yield the breath",,
entweder,"…Also entweder ist er übergeschnappt, oder…",en,"either, one of two, one or the other",,
unterdrücken,"…versucht, die Tränen zu unterdrücken.",en,"oppress, restrain",,
gang,"…ist irgendwas Geheimnisvolles im Gang“, erklärte Digory.",en,"corridor, walkway, passageway",,
strengstens,"…Tante Letty hat mir strengstens verboten, es jemals zu…",en,absolutely strictly,,
verantwortlich,…ist drei Monate lang verantwortlich für das Fitnesscenter.,en,"responsible, answerable, accountable",,
keinerlei,"…Bedingung, dass sein Name keinerlei Bezug dazu hat, wie…",en,"whatsoever, whatever; none, not at all, not important what",,
unterkunft,…mit einer recht notdürftigen Unterkunft unter dem Dach zufrieden…,en,"(die) accommodation, housing; residence; lodging, dwelling, quarters",,
umgeht,"…wie er mit Büchern umgeht«, sagte sie.",en,"deals, go around, go about",,
bezug,"…dass sein Name keinerlei Bezug dazu hat, wie er…",en,"(der) relation, reference, connection, pillowcase",,
fragend,Fragend sieht Emma Felix' Mutter…,en,Quizzically; asking a question,,
notdürftigen,…sich mit einer recht notdürftigen Unterkunft unter dem Dach…,en,makeshift,,
unverhohlener,"…noch einmal, diesmal mit unverhohlener Verachtung.",en,"blatant, overt, unashamed, unconcealed",,
verschränkte,Elinor verschränkte die Arme.,en,"folded, crossed",,
erbsen,…sie wie Knöpfe oder Erbsen?,en,peas,,
verschlungen,…fast all meine Gästezimmer verschlungen.«,en,convoluted,,
erschießen,"…dich ohne zu zögern erschießen würde, solltest du es…",en,shoot dead,,
verachtung,"…einmal, diesmal mit unverhohlener Verachtung.",en,"disdain, contempt, scorn, derision",,
Aber da du ja,"Aber da du ja, wie dein Vater versichert,…",en,But since you are,,
verbargen,"…großen, großen Hauses Bücher verbargen.",en,"to hide, conceal",,
spuckte,…dreimal auf den Kopf spuckte.,uk,плюнув,,
anzufassen,"…du es wagen, sie anzufassen.",en,to touch,,
tapeten,"Doch wo andere Menschen Tapeten haben, Bilder oder einfach…",en,die wallpaper,,
kräuselten,Elinors Lippen kräuselten sich zu einem käferkleinen…,en,curled,,
angesammelt,…im Laufe der Jahre angesammelt.,en,"v. amass, hoard, gather, garner, collect, accumulate, store, stockpile (i.e. food, money, etc.)",,
herumliegenden,Es gab keine herumliegenden Stapel wie bei Meggie…,en,lying around,,
gewisse,Sollten sich gewisse Finger nicht beherrschen können…,en,"certain, sure, definite",,
erschießt,"…dich: Wenn du Meggie erschießt, mache ich dasselbe mit…",en,(du) v. präs. shoot sb. [fatally],,
käferkleinen,…kräuselten sich zu einem käferkleinen Lächeln.,en,small beetle,,
kichern,...nur noch ihr leises Kichern und Lachen.,en,"to giggle, snicker",,
ernsthafteren,…so wird das keine ernsthafteren Folgen haben.,en,serious,,
vorbeischritt,"…dicht gedrängt stehenden Bücherrücken vorbeischritt,» haben sich im Laufe…",en,walked past,,
herausziehen,"…und irgendwann eins davon herausziehen«, sie warf Meggie einen…",en,pull out,,
fliesen,"…sie schwarz wie die Fliesen auf dem Boden, ebenso…",en,(der) flooring,,
verkündete,"…Diese da«, verkündete Elinor mit wegwerfender Geste,…",en,"announce, declare",,
gedrängt,"…sie an den dicht gedrängt stehenden Bücherrücken vorbeischritt,» haben…",en,"pushed, pressed",,
wegwerfender,"…da«, verkündete Elinor mit wegwerfender Geste, während sie an…",en,dismissive,,
durchquerten,"…Zimmer, das sie danach durchquerten, waren sie schwarz wie…",en,"cross, pass through",,
befriedigt,"…Finger, nachdem ihre Neugier befriedigt ist, jedes Buch wieder…",en,"fulfilled, satisfied, pleased",,
erstausgabe,"…gekauft habe, einer wunderschönen Erstausgabe aus dem neunzehnten Jahrhundert,…",en,First edition,,
minderer,"…weiter wertvoll, meist von minderer Qualität, nichts Außergewöhnliches.",en,"inferior, less",,
außergewöhnliches,"…von minderer Qualität, nichts Außergewöhnliches.",en,exceptional; out of the ordinary,,
eintrug,…weiteren wenig freundlichen Blick eintrug.,en,earned,,
